64-700 Czarnków pl. Wolności 16
62-314 Września ul. Fabryczna 42
61-725 Poznań os. Bolesława Śmiałego 104 lok. 4d
42-350 Koziegłowy os. Leśne 10
63-100 Śrem ul. Chłapowskiego 3
Sobiałkowo 116
ul. Jeziorkowskiej 96 Leszno 64-103
ul. Os. Wschód 11e Wągrowiec 62-100
al. Wojska Polskiego 46 Kalisz 62-809
os. Stare Żegrze 38 Poznań 61-608
Rynek 17 Jarocin 63-200
ul. Sowice 26 Poznań 60-461
63-401 Ostrów Wielkopolski ul. Reymonta 14
62-240 Trzemeszno ul. Mickiewicza 7
ul. Poznańska 15 Koziegłowy 42-350
os. Polan 24 Poznań 61-332
ul. 22 Stycznia 46 Wyrzysk 89-300
64-830 Margonin ul. Kościelna 9b
ul. św. Idziego 6 Krobia 63-840
Stary Rynek 30 Grodzisk Wielkopolski 62-065
ul. Krotowskiego 14b lok. 2 Mosina 62-050
ul. Spółdzielców 46 m. 6p Konin 62-508
Gąsin 18
os. Pod Lipami 14h Poznań 60-653
ul. Dworcowa 9 lok. 3 Konin 62-500
62-050 Mosina ul. Leszczyńska 47
ul. Dąbrowskiego 98 Poznań 60-951
00-000 Palędzie ul. Nowa 24
ul. Dworcowa 29d Puszczykowo 62-040
ul. Dębowa 48 Wyrzysk 89-300
00-000 Bukówiec Górny ul. Powstańców Wielkopolskich 108
ul. Masłowskiego 4 Krotoszyn 63-700
62-065 Grodzisk Wielkopolski os. Wojska Polskiego 18a
63-700 Krotoszyn ul. Bolewskiego 47
ul. Powstańców Wielkopolskich 1 Ostrzeszów 63-500
64-934 Piła ul. Warsztatowa 8
60-508 Poznań ul. Katowicka 53 A
ul. Katowicka 53 B Poznań 60-408
ul. Piątkowska 84 A Poznań 61-337
ul. Półwiejska 17 /18 Poznań 60-407
61-138 Poznań ul. Bukowska 76
60-411 Poznań ul. Naramowicka 185B
62-241 Żydowo ul. Kopernika 29
ul. Kolejowa 17a Ostrzeszów 63-500
64-850 Ujście ul. Ogrodowa 9a
ul. Szkolna 51 Pępowo 63-830
Karchowo 26b
62-035 Kórnik ul. Staszica 10 lok. 25
00-000 Książenice ul. Zielona 11
ul. Międzychodzka 7C lok. 109 Poznań 60-470
Rumin 1b
Szydłowo 24a
62-610 Sompolno ul. Kościelna 9
62-804 Kalisz ul. Aleja Wojska Polskiego 10 A
64-600 Oborniki ul. Piłsudskiego 15
ul. Kurpińskiego 22 Włoszakowice 64-140
64-830 Margonin ul. Poznańska 31 lok. C
ul. Orzechowa 9 Grodzisk Wielkopolski 62-065
61-435 Poznań ul. Głogowska 108
64-520 Obrzycko ul. Sosnowa 4 lok. 1
61-653 Poznań ul. Półwiejska 42 (CH Stary Browar  )
ul. Podgórna 1 Kamieniec 64-061
Rynek 5 Kostrzyn 62-025
pl. Zwycięstwa 3 Krzyż Wielkopolski 64-761
64-200 Wolsztyn ul. 5 Stycznia 64
ul. Dworcowa 11 Chludowo 62-001
ul. Grochowe Łąki 2 lok. 4A Poznań 60-344
Nowa Wieś 26
62-204 Gniezno ul. Cymsa 12
63-402 Ostrów Wielkopolski ul. Krotoszyńska 101
86-122 Bukowiec ul. Sportowa 4
ul. Bukowska 31 Poznań 60-744
Szymanowo 63
pl. Kilińskiego 11 Kalisz 62-819
05-084 Leszno ul. 1 Maja 21a
61-317 Poznań ul. Mylna 21 m. 13
ul. Sienkiewicza 2 Pleszew 63-301
ul. Wrocławska 61a Jarocin 63-202
64-510 Wronki os. Borek 8
63-230 Witaszyce al. Wolności 40a
62-019 Swarzędz os. Czwartaków 4 lok. 52
os. Rzeczypospolitej 76 m. 1 Poznań 60-727
ul. Rumcajsa 2a Poznań 61-698
os. Zwycięstwa 125 Poznań 60-971
62-505 Konin ul. Wyszyńskiego 23a
ul. Fabryczna 1 Pudliszki 63-842
ul. Morcinka 6 Sompolno 62-610
89-333 Osiek nad Notecią ul. Dworcowa 1b
Łopienno 50
63-200 Jarocin ul. Śródmiejska 20
62-025 Kostrzyn ul. Kościuszki 9
62-050 Mosina ul. Strzelecka 1a
60-731 Poznań ul. Żeglarska 34a
ul. Czarnkowska 12 Ujście 64-850
64-550 Duszniki ul. Jana Pawła II 73
ul. Kościuszki 22 Buk 64-320
Spławie 136 A
63-814 Gostyń ul. Kręta 28
Lipiny 35a
60-608 Poznań ul. Wójtowska 33c
ul. Dolna 2 Środa Wielkopolska 63-000
os. Bolesława Chrobrego 12m Poznań 61-546
62-821 Kalisz ul. Młynarska 97
al. Jana Pawła II 12 lok. 1 Wągrowiec 62-100
ul. 3 Maja 2 Kalisz 62-821
64-102 Leszno ul. Narutowicza 105
63-600 Kępno ul. Kilińskiego 7 lok. 2
os. Cegielskiego 10 Swarzędz 62-020
61-475 Poznań ul. Umultowska 29
64-360 Zbąszyń ul. 17 Stycznia 68C
63-421 Przygodzice ul. Wrocławska 30
ul. 4 Stycznia 15 Białośliwie 89-340
ul. Ostroroga 1 Poznań 61-366
ul. Bułgarska 36 Poznań 60-005
63-100 Śrem ul. Kochanowskiego 1
00-000 Wojnowice ul. Robotnicza 29
ul. Wrocławska 189 Kalisz 62-804
Stary Rynek 23 Grodzisk Wielkopolski 62-065
64-115 Święciechowa ul. Wolności 15
62-060 Stęszew ul. Kosickiego 13
64-009 Kościan ul. Wyzwolenia 2b
62-500 Konin ul. Różyckiego 1
ul. Nowa Krępa 1 Ostrów Wielkopolski 63-410
77-400 Złotów ul. Królowej Jadwigi 11
62-601 Koło ul. Włocławska 7
ul. Kwiatowa 17 Brodowo 00-000
ul. Kołłątaja 1F Poznań 60-527
64-009 Kościan pl. Paderewskiego 19
ul. Przecznica Środa Wielkopolska 63-000
64-200 Wolsztyn ul. 5 Stycznia 2
ul. Dąbrowskiego 18 Poznań 60-124
61-455 Poznań ul. Głogowska 101
64-330 Opalenica ul. 5 Stycznia 11
ul. Dąbrowskiego 1 Jarocin 63-200
60-175 Poznań os. Orła Białego 19
00-000 Gowarzewo ul. Siekierecka 2
62-300 Września ul. Słowackiego 15
ul. Orzeszkowej 29C/11 Gniezno 62-204
60-193 Poznań os. Rusa 10
62-060 Stęszew ul. Kosickiego 1
63-604 Baranów Rynek 1
Rynek 39 Chocz 63-313
Zbiersk 118
64-200 Wolsztyn ul. Kręta 4 b/16
62-330 Nekla ul. Świerczewskiego 34
ul. Goślińska 8 Pobiedziska 62-010
ul. Warszawska 34 Grzegorzew 62-640
61-056 Poznań ul. Dolna Wilda 87
ul. 28 Czerwca 1956 r. 267 Poznań 60-944
ul. 17 Stycznia 61 Leszno 64-102
ul. Traugutta 38B Poznań 60-177
ul. Zeylanda 3/10 Poznań 60-473
ul. Szafirowa 45 Września 62-314
64-000 Kościan ul. Kruszewskiego 13
61-422 Poznań os. Oświecenia 59
ul. Wolności 4 Jarocin 63-201
63-202 Jarocin ul. Wolności 4
61-759 Poznań ul. Zgoda 30e
ul. Zołotowa 28 Poznań 60-375
64-400 Międzychód ul. Piłsudskiego 49
ul. Krańcowa 14 Babiak 62-620
ul. Mieszka I 36 lok. 12 Gniezno 62-200
Rynek 8 Szamocin 64-820
61-836 Poznań os. Kosmonautów 25
Świerczyna 27a
60-598 Poznań ul. Działoszycka 43
00-000 Sady ul. Kwiatowa 24
al. Powstańców Wielkopolskich 62 Piła 64-920
Sowina Błotna 11a
60-480 Poznań ul. Dąbrowskiego 43
"63-901 Rawicz ul. ""Grota"" Roweckiego 9j"
ul. Reymonta 14 Chodzież 64-800
ul. Młyńska 12 lok. 16 Poznań 61-062
ul. Dąbrowskiego 98 Poznań 61-453
Janków Drugi 8a
ul. Paruszewska 27 Strzałkowo 62-420
62-602 Koło ul. Toruńska 23a
ul. Grobla 17 Poznań 61-701
ul. Opieńskiego 1 /24 Poznań 61-344
Zajączki 25
al. Wojska Polskiego 18 Piła 64-935
64-500 Szamotuły ul. Łąkowa 9
64-500 Szamotuły ul. Wroniecka 31
63-001 Środa Wielkopolska os. Jagiellońskie 5
00-000 Kosewo ul. Lipnicka 25
ul. 5 Stycznia 50 Wolsztyn 64-200
ul. Świetlicowa 2 Ostrów Wielkopolski 63-402
Rynek 11 lok. 8 Kostrzyn 62-025
ul. Poznańska 54 Nowe Miasto nad Wartą 63-040
ul. Leśna 1 Kamionki 00-000
Sosnowiec 27
64-700 Czarnków ul. Sikorskiego 15
ul. Zębcowska 99 Ostrów Wielkopolski 63-400
ul. Dąbrowskiego 506 lok. 93 Poznań 61-602
os. Władysława Łokietka 26 Gniezno 62-206
ul. Kutrzeby 2 Murowana Goślina 62-095
ul. Sportowa 18 Cielcza 00-000
63-500 Ostrzeszów ul. Poprzeczna 8
43-250 Pawłowice ul. Mielżyńskich 25
Krzyżanowo
ul. Macierzankowa 11 Poznań 60-164
62-400 Słupca ul. Traugutta 98
ul. Korfantego 9 Chodzież 64-800
ul. Rogatka 2 Opatówek 62-860
62-050 Mosina ul. Leszczyńska 93
ul. 22 Stycznia 30 Margonin 64-830
62-020 Swarzędz ul. Kórnicka 127
"ul. ""Grota"" Roweckiego 31 Śrem 63-102"
ul. 20 Października 40a Środa Wielkopolska 63-001
63-401 Ostrów Wielkopolski ul. Kaliska 47
64-610 Rogoźno ul. Sądowa 3 lok. 5
62-650 Kłodawa ul. Warszawska 34
62-571 Stare Miasto ul. Wichrowe Wzgórze 11
ul. Żwirki i Wigury 9A pok. 1 Ślesin 62-561
ul. Dworcowa 75 Wroniawy 00-000
63-702 Krotoszyn os. Dąbrowskiego 7
ul. Wysocka 21 Ostrów Wielkopolski 63-410
ul. Twórców Liskowa 51 Lisków 62-850
62-410 Zagórów Duży Rynek 16
62-081 Przeźmierowo ul. Kwiatowa 1
62-602 Koło ul. 3 Maja 59
ul. Kościelna 7 Kostrzyn 62-025
64-530 Kaźmierz ul. Szkolna 13a
ul. Kolska Szosa 1 Turek 62-700
ul. 11 listopada 10 lok. 10 Strzałkowo 62-420
62-806 Kalisz ul. Sawickiej 13
63-400 Ostrów Wielkopolski Rynek 31
61-285 Poznań ul. Dmowskiego 37
64-320 Buk ul. Szewska 3
ul. Główna 10 Barchlin 00-000
60-412 Poznań ul. Solna 18
ul. Świętego Mikołaja 25 lok. 1 Ostrzeszów 63-500
ul. Długa 75 lok. 8 Śrem 63-100
60-425 Poznań os. Bolesława Chrobrego 13
ul. Kwiatowa 3a Złotniki 00-000
62-313 Września ul. Gdańska 12
ul. Poznańska 60 Skórzewo 60-185
ul. Starowiejska 4 Poznań 60-115
Adamin 28
ul. Grzybowo 17 Gniezno 62-200
63-460 Nowe Skalmierzyce pl. Wolności 2
62-050 Mosina ul. Szosa Poznańska 35
63-300 Pleszew ul. Poznańska 29
ul. Kazimierza Odnowiciela 18 Pobiedziska 62-010
63-100 Śrem ul. Poznańska 20 lok. 1a
60-476 Poznań ul. Bukowska 74 /113
ul. 3 Maja 4 Turek 62-700
61-335 Poznań os. Wichrowe Wzgórze 103
ul. Wałowa 1 Środa Wielkopolska 63-001
os. Wichrowe Wzgórze 103 Poznań 61-879
os. Wichrowe Wzgórze 103 Poznań 61-332
64-330 Opalenica ul. 3 Maja 53
00-000 Pięczkowo ul. Powstańców Wielkopolskich 11
63-102 Śrem ul. Okulickiego 8
60-447 Poznań ul. Błękitna 1/7
62-206 Gniezno ul. Łaskiego 8
ul. Kościuszki 11B lok. 5 Ostrów Wielkopolski 63-402
63-300 Pleszew ul. Tyniec 2
ul. Kolska 10c Wyszyna 00-000
62-501 Konin ul. Przemysłowa 3a
64-934 Piła ul. Kadetów 2 /6
64-200 Wolsztyn ul. Słowackiego 9a
62-821 Kalisz ul. Baśniowa 5
ul. Na Ostrawy 2 Międzychód 64-400
63-001 Środa Wielkopolska ul. Dąbrowskiego 14
ul. Grunwaldzka 11c Ostrzeszów 63-500
64-500 Szamotuły ul. Miła 1
al. Piłsudskiego 3 m. 125 Turek 62-701
66-415 Kłodawa ul. Dąbrowskiego 4 lok. 9
ul. Leśmiana 10 /2 Luboń 62-030
ul. Raszkowska 17 Poznań 61-029
62-210 Gniezno os. Kazimierza Wielkiego 49
62-206 Gniezno ul. Roosevelta 59
ul. Lotnicza 66 Przeźmierowo 62-081
Rynek 17 Osieczna 83-242
62-206 Gniezno os. Władysława Łokietka 6
60-162 Poznań ul. Naramowicka 150
63-300 Pleszew ul. Władysława Warneńczyka 22
ul. Promienna 14 lok. U1 (os. Zielona Dolina) Piła 64-920
Rynek 9 Bojanowo 63-940
63-507 Kobyla Góra ul. Słoneczna 12
64-125 Poniec ul. Krobska 10
ul. Poniatowskiego 19b Golina 62-590
61-046 Poznań ul. Śniadeckich 6 a
62-105 Łekno pl. Powstańców Wielkopolskich 6
83-242 Osieczna ul. Kościuszki 35
pl. Wiosny Ludów 16 Kobyla Góra 63-507
64-935 Piła ul. Wyspiańskiego 6a/u3
Głubczyn 11
Niedźwiedź 3b
64-600 Oborniki ul. Powstańców Wielkopolskich 17
ul. Tuliszkowska 21 Rychwał 62-570
ul. Wyszyńskiego 19 Konin 62-500
63-901 Rawicz ul. Grunwaldzka 42
ul. Rzemieślnicza 5 Borzykowo 00-000
ul. Dąbska 28a Kłodawa 62-650
61-343 Poznań ul. Ostatnia 19
62-571 Stare Miasto ul. Topolowa 16a
64-200 Wolsztyn ul. Gajewskich 9a
00-000 Krąplewo ul. Okrężna 28
63-001 Środa Wielkopolska ul. Sportowa 5b
ul. Poznańska 96 Opalenica 64-330
61-462 Poznań os. Stare Żegrze 149
62-204 Gniezno os. Władysława Łokietka 13
ul. Wąska 7 Rososzyca 00-000
Ostrów 109
89-333 Osiek nad Notecią ul. Szkolna 15
ul. Łukaszewicza 5 Poznań 61-424
ul. Bogusza 5 Poznań 60-814
62-010 Pobiedziska ul. Powstańców Wielkopolskich 22
63-000 Środa Wielkopolska ul. Gałczyńskiego 10
64-106 Leszno ul. Słowiańska 59
64-030 Śmigiel ul. Sienkiewicza 3
63-000 Środa Wielkopolska os. Jagiellońskie 5
63-409 Ostrów Wielkopolski ul. Odolanowska 15
ul. Szkolna 9 Borówiec 00-000
ul. Kolejowa 80 Koło 62-602
ul. Różana 27 Ostrów Wielkopolski 63-410
63-401 Ostrów Wielkopolski ul. Mertki 9
os. Stefana Batorego 18j Poznań 61-680
60-983 Poznań ul. Naramowicka 31A lok. 105
ul. Konopnickiej 3-5 lok. 10 Kalisz 62-802
ul. Roosevelta 98 Gniezno 62-204
Grobia 2 lok. 1
ul. Uniejowska 33A Turek 62-700
os. Bolesława Śmiałego 3b Poznań 61-602
Wysoczka 6 lok. 1
63-814 Gostyń ul. Wrocławska 15
os. Powstań Narodowych 1 lok. 2 Poznań 60-524
ul. 11 Listopada 17 lok. 44 Konin 62-507
61-655 Poznań ul. Kościańska 23
61-226 Poznań ul. Zieleńska 1
ul. Kochanowskiego 21 Murowana Goślina 62-095
61-728 Poznań ul. Półwiejska 42 (Stary Browar  )
ul. Rolnicza 42 Rawicz 63-911
64-106 Leszno ul. Krótka 1
ul. Armii Krajowej 9 Oborniki 64-601
62-035 Kórnik ul. Śremska 1
62-500 Konin ul. Szeligowskiego 4
62-019 Swarzędz ul. Zamkowa 17
62-065 Grodzisk Wielkopolski ul. Kasztanowa 1 lok. 1
ul. 17 Stycznia 71 Leszno 64-102
64-125 Poniec ul. Słowackiego 1
63-401 Ostrów Wielkopolski ul. Kaliska 120
62-019 Swarzędz ul. Zamkowa 17
61-054 Poznań ul. Górna Wilda 89 /1
ul. Młyńska 5 Murowana Goślina 62-095
ul. Starołęcka 48 Poznań 61-317
62-030 Luboń ul. Wysoka 6
64-420 Kwilcz ul. Polna 37
ul. Kaliska 35 Turek 62-700
ul. Kaliska 11 I p. Ostrów Wielkopolski 63-402
ul. Wincentego Różańskiego 16a Mosina 62-050
ul. Krośnieńska 2 Poznań 61-725
63-403 Ostrów Wielkopolski ul. Strumykowa 19
60-503 Poznań ul. Wojskowa 4
62-096 Murowana Goślina ul. Mostowa 5
63-100 Śrem ul. Moniuszki 2g
ul. Moniuszki 6 Konin 62-510
ul. Podgórna 2 Plewiska 00-000
Al. Wojska Polskiego 5a Pleszew 63-301
61-132 Poznań os. Na Murawie 10 /2a
ul. Jeziorna 1 Chrzypsko Wielkie 64-412
ul. Kasprzaka 15 Jarocin 63-201
61-551 Poznań ul. Prądzyńskiego 55
63-200 Jarocin ul. Paderewskiego 11
62-600 Koło ul. Opałki 18
63-101 Śrem ul. 1 Maja 23
ul. Smorawińskiego 4 Turek 62-700
ul. Wilczak 13n Poznań 60-301
43-176 Gostyń ul. Wrocławska 247
Perzów 172
Dęborzyce 13a
63-740 Kobylin ul. Moniuszki 13
62-805 Kalisz ul. Poznańska 97a
62-314 Września ul. Kościelna 15
ul. Mossego 20 Grodzisk Wielkopolski 62-065
77-400 Złotów ul. Kwiatowa 12
Szczytniki 5
ul. Gnieźnieńska 1 Kiszkowo 62-280
Wilkonice 31b lok. 1
ul. Słowackiego 18 Wolsztyn 64-200
Sierakowo 23
ul. Sadowa 32 Tarnowo Podgórne 62-080
62-067 Rakoniewice ul. Piaskowa 7b
Grobla 73
ul. Mostowa 16 Poznań 61-066
63-720 Koźmin Wielkopolski ul. Witosa 12
ul. Krotoszyńska 7a Zacharzew 00-000
Broniszewice 28
64-934 Piła ul. Bohaterów Stalingradu 15
62-805 Kalisz ul. Górnośląska 69a
60-749 Poznań os. Rusa 11
63-620 Trzcinica ul. Zielona 2
ul. Koźmińska 51A Krotoszyn 63-700
60-541 Poznań ul. Kwiatowa 14ii
ul. Zamkowa 4 Oborniki 64-601
64-110 Leszno ul. Findera 55
Gwiazdowo 2
72-003 Dobra ul. Kilińskiego 54
Zarzewek 17
ul. Strzelecka 2 A lok. 2lok. 2 Swarzędz 62-020
ul. Broniewskiego 7 Turek 62-701
ul. Piłsudskiego 16a Konin 62-510
64-030 Śmigiel ul. Mierosławskiego 11
ul. Szarych Szeregów 2a Rawicz 63-900
64-020 Czempiń Rynek 31
ul. Armii Poznań 37 Oborniki 64-601
ul. Leśna 52 Przeźmierowo 62-081
ul. Wrocławska 23 Ostrów Wielkopolski 63-409
Rynek 7 Kaźmierz 64-530
62-320 Miłosław ul. Mostowa 40
ul. Starowiejska 24 Orzechowo 62-322
63-402 Ostrów Wielkopolski ul. Wrocławska 23
ul. Powstańców Wielkopolskich 7 Świętno 00-000
ul. Wrocławska 104b Jarocin 63-201
ul. Dolna Wilda 87 Poznań 60-212
ul. Poznańska 17 Kostrzyn 62-025
os. Orła Białego 55 Poznań 61-645
61-113 Poznań os. Oświecenia 62
os. Leśne 7 c lok. 223 Koziegłowy 42-350
ul. Słowackiego 1 Chodzież 64-800
ul. Wyszyńskiego 14 Rogoźno 64-610
ul. Poznańska 55a Chomęcice 00-000
63-300 Pleszew ul. Kaliska 34
63-230 Witaszyce al. Wolności 26a
61-616 Poznań os. Rzeczypospolitej 1
63-901 Rawicz ul. Piotra Skargi 5a
ul. Głogowska 174a Poznań 61-012
62-045 Pniewy ul. Międzychodzka 23
ul. Staszica 6a Wyrzysk 89-300
ul. Szamotulska 40a Lubasz 64-720
61-417 Poznań ul. Polna 40
60-809 Poznań ul. Naramowicka 33d
61-752 Poznań ul. Urbanowska 14
62-541 Budzisław Kościelny ul. Szkolna 20
00-000 Nochowo ul. Osiedlowa 2 lok. 4
ul. Grunwaldzka 473 Plewiska 00-000
62-701 Turek ul. Kolska 30
ul. Gdyńska 98 Czerwonak 62-004
62-200 Gniezno Zielony Rynek 11
64-100 Leszno ul. Dowbór-Muśnickiego 4
60-446 Poznań ul. Kwiatowa 2 /11
61-058 Poznań ul. Miastkowska 62
Rynek 5 Margonin 64-830
62-065 Grodzisk Wielkopolski ul. Sienkiewicza 22
ul. Krasickiego 4 Poznań 60-912
Szczury 39g
ul. NSZZ Solidarność 4 Jarocin 63-202
64-850 Ujście ul. Łąkowa 8
63-401 Ostrów Wielkopolski ul. Raszkowska 10
ul. 55 Pułku Piechoty 30 Leszno 64-103
ul. Sołtysia 35 Poznań 61-583
Roszków 44
ul. Wierzbowa 1 Stęszew 62-060
